
 LIST ALL SELECTED NODES.   DSYS=  0
 SORT TABLE ON  NODE  NODE  NODE

   NODE        X                   Y                   Z
       1     0.00000000000       0.00000000000       0.00000000000    
       2    0.100000000000E-02   0.00000000000       0.00000000000    
       3    0.500000000000E-04   0.00000000000       0.00000000000    
       4    0.100000000000E-03   0.00000000000       0.00000000000    
       5    0.150000000000E-03   0.00000000000       0.00000000000    
       6    0.200000000000E-03   0.00000000000       0.00000000000    
       7    0.250000000000E-03   0.00000000000       0.00000000000    
       8    0.300000000000E-03   0.00000000000       0.00000000000    
       9    0.350000000000E-03   0.00000000000       0.00000000000    
      10    0.400000000000E-03   0.00000000000       0.00000000000    
      11    0.450000000000E-03   0.00000000000       0.00000000000    
      12    0.500000000000E-03   0.00000000000       0.00000000000    
      13    0.550000000000E-03   0.00000000000       0.00000000000    
      14    0.600000000000E-03   0.00000000000       0.00000000000    
      15    0.650000000000E-03   0.00000000000       0.00000000000    
      16    0.700000000000E-03   0.00000000000       0.00000000000    
      17    0.750000000000E-03   0.00000000000       0.00000000000    
      18    0.800000000000E-03   0.00000000000       0.00000000000    
      19    0.850000000000E-03   0.00000000000       0.00000000000    
      20    0.900000000000E-03   0.00000000000       0.00000000000    

   NODE        X                   Y                   Z
      21    0.950000000000E-03   0.00000000000       0.00000000000    
      22    0.100000000000E-02  0.300000000000E-03   0.00000000000    
      23    0.100000000000E-02  0.500000000000E-04   0.00000000000    
      24    0.100000000000E-02  0.100000000000E-03   0.00000000000    
      25    0.100000000000E-02  0.150000000000E-03   0.00000000000    
      26    0.100000000000E-02  0.200000000000E-03   0.00000000000    
      27    0.100000000000E-02  0.250000000000E-03   0.00000000000    
      28    0.500000000000E-03  0.300000000000E-03   0.00000000000    
      29    0.950000000000E-03  0.300000000000E-03   0.00000000000    
      30    0.900000000000E-03  0.300000000000E-03   0.00000000000    
      31    0.850000000000E-03  0.300000000000E-03   0.00000000000    
      32    0.800000000000E-03  0.300000000000E-03   0.00000000000    
      33    0.750000000000E-03  0.300000000000E-03   0.00000000000    
      34    0.700000000000E-03  0.300000000000E-03   0.00000000000    
      35    0.650000000000E-03  0.300000000000E-03   0.00000000000    
      36    0.600000000000E-03  0.300000000000E-03   0.00000000000    
      37    0.550000000000E-03  0.300000000000E-03   0.00000000000    
      38    0.200000000000E-03  0.300000000000E-03   0.00000000000    
      39    0.250000000000E-03  0.300000000000E-03   0.00000000000    
      40    0.300000000000E-03  0.300000000000E-03   0.00000000000    

   NODE        X                   Y                   Z
      41    0.350000000000E-03  0.300000000000E-03   0.00000000000    
      42    0.400000000000E-03  0.300000000000E-03   0.00000000000    
      43    0.450000000000E-03  0.300000000000E-03   0.00000000000    
      44     0.00000000000      0.300000000000E-03   0.00000000000    
      45    0.150000000000E-03  0.300000000000E-03   0.00000000000    
      46    0.100000000000E-03  0.300000000000E-03   0.00000000000    
      47    0.500000000000E-04  0.300000000000E-03   0.00000000000    
      48     0.00000000000      0.250000000000E-03   0.00000000000    
      49     0.00000000000      0.200000000000E-03   0.00000000000    
      50     0.00000000000      0.150000000000E-03   0.00000000000    
      51     0.00000000000      0.100000000000E-03   0.00000000000    
      52     0.00000000000      0.500000000000E-04   0.00000000000    
      53    0.390092775103E-04  0.723426108436E-04   0.00000000000    
      54    0.434937772785E-04  0.123104771558E-03   0.00000000000    
      55    0.434905963285E-04  0.175948291086E-03   0.00000000000    
      56    0.383173017613E-04  0.226116454968E-03   0.00000000000    
      57    0.726729908999E-04  0.259236932224E-03   0.00000000000    
